Name,Time,Artist,Album,Genre,Plays,Skips,Date Added,
Good Vibrations,4:30,Marky Mark and The Funky Bunch,Music for the People,Pop,16,11,"12/25/18, 1:42 AM","11/24/20, 11:33 PM"
Daylight,3:40,Maroon 5,Overexposed,Pop,18,18,"12/25/18, 1:42 AM","11/1/20, 9:49 AM"
Ain't No Mountain High Enough,2:25,Marvin Gaye & Tammi Terrell,United,Oldie,20,28,"12/25/18, 1:42 AM","11/20/20, 9:35 AM"
Tell Me What You Want,4:03,Mase,Harlem World,Rap,4,12,"12/25/18, 1:42 AM","6/4/20, 10:15 AM"
Pretty Wings,4:15,Maxwell,BLACKsummers'night,R&B,15,8,"12/25/18, 1:42 AM","12/12/20, 6:44 PM"
You're All I Need,5:10,Method Man,Tical,Rap,5,21,"12/25/18, 1:42 AM","1/27/20, 7:34 PM"
The Way You Make Me Feel,4:59,Michael Jackson,Bad,Pop,13,22,"12/25/18, 1:42 AM","11/11/20, 7:44 PM"
Rock with You,3:41,Michael Jackson,The Essential Michael Jackson,Pop,15,16,"12/25/18, 1:42 AM","10/31/20, 1:16 PM"
P.Y.T. (Pretty Young Thing),3:59,Michael Jackson,Thriller,Pop,18,15,"12/25/18, 1:42 AM","1/6/21, 12:39 PM"
Love Never Felt So Good,4:07,Michael Jackson & Justin Timberlake,XSCAPE,Pop,18,18,"12/25/18, 1:42 AM","12/1/20, 6:25 PM"
All I Want Is You ft. J.Cole,4:28,Miguel,All I Want is You,Hip Hop/Rap,4,18,"12/25/18, 1:42 AM","8/1/20, 4:34 PM"
Sure Thing,3:22,Miguel,All I Want Is You,Pop,19,15,"12/25/18, 1:42 AM","12/12/20, 5:44 PM"
Adorn,3:17,Miguel,Kaleidoscope Dream,Pop,47,10,"12/25/18, 1:42 AM","11/4/20, 5:17 PM"
Party In The U.S.A.,3:22,Miley Cyrus,The Time Of Our Lives,Pop,7,17,"12/25/18, 1:42 AM","11/18/20, 7:16 PM"
Shook Ones Pt. II,4:25,Mobb Deep,The Infamous,Rap,11,19,"12/25/18, 1:42 AM","10/12/20, 5:43 AM"
Survival of The Fittest,3:51,Mobb Deep,The Infamous,Rap,2,9,"12/25/18, 1:42 AM","9/14/20, 5:47 PM"
Home Sweet Home,3:56,Mötley Crüe,Theatre of Pain,Rock,14,16,"12/25/18, 1:42 AM","11/15/20, 11:45 AM"
Bang Bang,2:43,Nancy Sinatra,"Kill Bill, Vol. 1 (Original Soundtrack)",Easy Listening,32,18,"12/25/18, 1:42 AM","11/24/20, 6:58 PM"
Thugz Mansion,4:10,Nas,God's Son,Rap,15,10,"12/25/18, 1:42 AM","11/12/20, 8:50 PM"
N.Y. State of Mind,4:54,Nas,Illmatic,Rap,10,13,"12/25/18, 1:42 AM","2/18/20, 9:53 PM"
If I Ruled The World,4:44,Nas,It Was Written,Rap,9,16,"12/25/18, 1:42 AM","11/5/19, 10:52 AM"
L-O-V-E,2:35,Nat King Cole,L-O-V-E,Jazz,13,9,"12/25/18, 1:42 AM","6/5/20, 1:02 PM"
Somebody ft. Jeremih,3:10,Natalie La Rose,Somebody (feat. Jeremih) - Single (2015),Hip Hop/Rap,5,11,"12/25/18, 1:42 AM","9/29/20, 5:30 PM"
Stay,3:52,Ne-Yo,In My Own Words,R&B,10,7,"12/25/18, 1:42 AM","11/6/20, 2:21 PM"
Ride Wit Me,4:52,Nelly,Country Grammar,Hip Hop/Rap,25,15,"12/25/18, 1:42 AM","12/6/20, 5:17 PM"
Dilemma ft. Kelly Rowland,4:49,Nelly,Nellyville,Hip Hop/Rap,6,8,"12/25/18, 1:42 AM","11/11/20, 7:23 PM"
Promiscuous ft. Timbaland,4:03,Nelly Furtado,Loose,Pop,2,18,"12/25/18, 1:42 AM","10/31/20, 5:11 PM"
Everybody Talks,3:04,Neon Trees,Picture Show,Pop,17,9,"12/25/18, 1:42 AM","11/18/20, 6:21 PM"
Slow Hands,3:19,Niall Horan,Slow Hands - Single,Pop,5,11,"12/25/18, 1:42 AM","9/30/20, 7:29 PM"
Hypnotize,3:50,The Notorious B.I.G.,Life After Death,Rap,9,21,"12/25/18, 1:42 AM","11/20/20, 4:16 PM"
Mo Money Mo Problems,4:18,The Notorious B.I.G.,Life After Death,Rap,18,13,"12/25/18, 1:42 AM","12/7/20, 10:57 PM"
Sky's The Limit,4:35,The Notorious B.I.G.,Life After Death,Rap,6,7,"12/25/18, 1:42 AM","10/12/20, 7:13 AM"
Big Poppa,4:18,The Notorious B.I.G.,Ready To Die,Rap,13,14,"12/25/18, 1:42 AM","10/13/20, 6:28 PM"
Juicy,5:03,The Notorious B.I.G.,Ready To Die,Rap,7,13,"12/25/18, 1:42 AM","11/25/20, 1:08 PM"
One More Chance,4:17,The Notorious B.I.G.,Ready To Die,Rap,6,18,"12/25/18, 1:42 AM","4/18/20, 12:06 AM"
Party & Bullshit,3:41,The Notorious B.I.G.,Ready To Die,Rap,14,31,"12/25/18, 1:42 AM","11/11/20, 2:48 PM"
Unbelievable,3:47,The Notorious B.I.G.,Ready To Die,Rap,12,16,"12/25/18, 1:42 AM","10/31/20, 6:07 PM"
Who Shot Ya,5:17,The Notorious B.I.G.,Ready To Die,Rap,4,21,"12/25/18, 1:42 AM","10/12/20, 7:09 AM"
Shimmy Shimmy Ya,3:49,Ol' Dirty Bastard,Return to the 36 Chambers,Rap,4,19,"12/25/18, 1:42 AM","11/16/20, 5:46 PM"
Post to Be ft. Chris Brown & Jhene Aiko,3:47,Omarion,Sex Playlist,R&B,7,5,"12/25/18, 1:42 AM","11/25/20, 10:41 AM"
Cheerleader,2:59,Omi,Me 4 U,Pop,18,24,"12/25/18, 1:42 AM","12/16/20, 12:53 AM"
Let's Hurt Tonight,3:15,One Republic,Oh My My,Indie,9,5,"12/25/18, 1:42 AM","10/11/20, 7:07 PM"
Good Life,4:09,One Republic,Waking Up,Indie,9,12,"12/25/18, 1:42 AM","11/1/20, 10:16 AM"
Secrets,3:45,One Republic,Waking Up,Indie,25,9,"12/25/18, 1:42 AM","11/29/20, 4:44 PM"
Slam,3:38,Onyx,Bacdafucup,Rap,7,13,"12/25/18, 1:42 AM","10/12/20, 5:22 AM"
If You Leave,4:25,Orchestral Manoeuvres In The Dark,Pretty In PInk,Pop,17,11,"12/25/18, 1:42 AM","10/25/20, 12:28 AM"
Anhelo,3:06,Orquesta Adolescentes,Reclamando Nuestro Espacio,Salsa,7,12,"12/25/18, 1:42 AM","10/2/20, 2:46 PM"
Hey Ya,4:11,OutKast,Speakerboxxx/The Love Below,Pop,7,14,"12/25/18, 1:42 AM","10/25/20, 3:53 PM"
Just Give Me A Reason ft. Nate Ruess,4:03,P!nk,The Truth About Love,Pop,13,10,"12/25/18, 1:42 AM","10/20/20, 6:19 PM"
I Need A Girl Pt. 2,4:45,P. Diddy,Bad Boy's 10th Anniversary... The Hits,R&B,12,11,"12/25/18, 1:42 AM","8/1/20, 5:31 PM"
Come and See Me ft. Drake,3:56,PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),Hip Hop/Rap,6,6,"12/25/18, 1:42 AM","11/24/20, 7:02 PM"
Put Your Head On My Shoulder,2:35,Paul Anka,Paul Anka's Early Years,Oldie,39,16,"12/25/18, 1:42 AM","11/4/20, 12:47 AM"
Earth Angel,2:59,The Penguins,Earth Angel The Best of The Penguins,Oldie,30,7,"12/25/18, 1:42 AM","10/12/20, 8:22 AM"
Feel This Moment,3:50,Pitbull,Global Warming: Meltdown (Deluxe Version),Pop,8,8,"12/25/18, 1:42 AM","10/6/20, 6:28 PM"
"Give Me Everything ft. Ne-Yo, Afrojack, Nayer",4:17,Pitbull,Planet Pit (Deluxe Version),Pop,8,10,"12/25/18, 1:42 AM","11/16/20, 3:56 PM"
Where Is My Mind,3:47,The Pixies,Surfer Rosa,Rock,14,12,"12/25/18, 1:42 AM","11/13/20, 11:26 AM"
Hey There Delilah,3:58,Plain White T's,All That We Needed,Indie,10,29,"12/25/18, 1:42 AM","11/4/20, 1:01 AM"
Duffle Bag Boy ft. Lil Wayne,3:58,Playa Circles,Atlanta Trafficking,Hip Hop/Rap,9,14,"12/25/18, 1:42 AM","10/25/20, 7:16 PM"
Psycho,3:41,Post Malone,Psycho (feat. Ty Dolla $ign) - Single,Hip Hop/Rap,46,23,"12/25/18, 1:42 AM","11/30/20, 12:17 PM"
When Doves Cry,3:57,Prince,Purple Rain,Pop,16,20,"12/25/18, 1:42 AM","12/16/20, 3:22 PM"
El Amor Que Perdimos,4:09,Prince Royce,Prince Royce,Bachata,9,4,"12/25/18, 1:42 AM","5/13/20, 6:24 PM"
Mi Ultima Carta,4:05,Prince Royce,Prince Royce,Bachata,20,12,"12/25/18, 1:42 AM","12/13/20, 6:48 PM"
I'll Be Missing You,5:13,Puff Daddy & The Family,No Way Out,Rap,6,11,"12/25/18, 1:42 AM","9/13/20, 6:55 PM"
We Are The Champions,3:11,Queen,News of the World,Rock,8,10,"12/25/18, 1:42 AM","12/13/20, 6:11 PM"
Bohemian Rhapsody,6:07,Queen,A Night at the Opera (Deluxe Edition),Rock,20,17,"12/25/18, 1:42 AM","12/15/20, 7:40 PM"
Somebody To Love,5:09,Queen,A Night at the Opera (Deluxe Edition),Rock,9,12,"12/25/18, 1:42 AM","12/9/20, 6:52 AM"
Ice Cream,4:16,Raekwon,Only Built 4 Cuban Linx...,Rap,2,9,"12/25/18, 1:42 AM","8/27/19, 7:34 PM"
Sexy Can I,3:24,Ray J,All I Feel,R&B,17,15,"12/25/18, 1:42 AM","11/19/20, 10:14 AM"
One Wish,3:58,Ray J,Raydiation,R&B,5,15,"12/25/18, 1:42 AM","5/13/20, 7:54 AM"
Lonesome Town,2:13,Ricky Nelson,Greatest Hits,Oldie,76,21,"12/25/18, 1:42 AM","12/10/20, 11:52 AM"
Love On The Brain,3:44,Rihanna,ANTI,Pop,48,8,"12/25/18, 1:42 AM","12/5/20, 11:44 PM"
Umbrella,4:36,Rihanna,Good Girl Gone Bad,Pop,11,7,"12/25/18, 1:42 AM","12/15/20, 4:00 PM"
Stay ft. Mikky Ekko,4:08,Rihanna,Unapologetic,Pop,9,13,"12/25/18, 1:42 AM","5/13/20, 8:03 AM"
FourFiveSeconds,3:12,Rihanna and Kanye West and Paul McCartney,FourFiveSeconds - Single,R&B,24,36,"12/25/18, 1:42 AM","12/15/20, 2:36 PM"
La Bamba,2:04,Ritchie Valens,The Best of Ritchie Valens,Rock,26,9,"12/25/18, 1:42 AM","11/14/20, 6:04 PM"
No Easy Way Out,4:22,Robert Tepper,Rocky IV,Rock,13,15,"12/25/18, 1:42 AM","11/10/20, 7:19 PM"
Odio Ft. Drake,3:45,Romeo Santos,"Formula, Vol. 2",Bachata,7,16,"12/25/18, 1:42 AM","10/7/20, 10:28 AM"
Propuesta Indecente,3:53,Romeo Santos,"Formula, Vol. 2",Bachata,20,21,"12/25/18, 1:42 AM","10/27/20, 7:26 PM"
Pedro Navaja,7:28,Rubén Blades,Ruben Blades - Greatest Hits (1978),Salsa,14,12,"12/25/18, 1:42 AM","11/24/20, 6:34 PM"
Send Me On My Way,4:23,Rusted Root,When I Woke,Folk,12,21,"12/25/18, 1:42 AM","11/26/20, 12:26 AM"
House Party,3:09,Sam Hunt,Montevallo,Country,20,19,"12/25/18, 1:42 AM","11/6/20, 12:35 AM"
Beautiful Girls,4:18,Sean Kingston,Sean Kingston,Pop,13,21,"12/25/18, 1:42 AM","8/1/20, 4:09 PM"
Dreaming Of You,5:26,Selena,Dreaming Of You,Latin,9,13,"12/25/18, 1:42 AM","12/5/20, 5:56 PM"
Angel,3:57,Shaggy,Hot Shot,Reggae,7,22,"12/25/18, 1:42 AM","11/30/20, 11:13 PM"
It Wasn't Me,3:51,Shaggy,Hot Shot,Reggae,4,12,"12/25/18, 1:42 AM","11/24/20, 10:25 AM"
"Luv Me, Luv Me",3:36,Shaggy,Hot Shot,R&B,7,9,"12/25/18, 1:42 AM","10/2/20, 6:31 PM"
Hips Don't Lie ft. Wyclef Jean,3:39,Shakira,Oral Fixation Vol. 2,Pop,12,6,"12/25/18, 1:42 AM","11/28/20, 11:06 AM"
Hold On,3:15,Shawn Mendes,Illuminate,Pop,24,15,"12/25/18, 1:42 AM","11/1/20, 9:43 PM"
There's Nothing Holding Me Back,3:25,Shawn Mendes,Illuminate,Pop,4,15,"12/25/18, 1:42 AM","2/16/20, 12:43 AM"
Bad Boyz ft. Barrington Levy,3:49,Shyne,Shyne,Rap,7,18,"12/25/18, 1:42 AM","10/11/20, 7:43 PM"
Electricity ft. Diplo & Mark Ronson,3:57,"Silk City, Dua Lipa",Electricity (feat. Diplo & Mark Ronson) - Single,Pop,39,17,"12/25/18, 1:42 AM","11/23/20, 9:24 AM"
Don't You (Forget About Me),4:20,Simple Minds,Celebrate Greatest Hits,Pop,6,10,"12/25/18, 1:42 AM","12/12/20, 5:49 PM"
We Might Be Dead By Tomorrow,2:37,Soko,I Thought I Was An Alien,Indie,27,17,"12/25/18, 1:42 AM","11/18/20, 10:34 PM"
I Got It Made,3:42,Special Ed,Youngest in Charge,Old School,10,21,"12/25/18, 1:42 AM","10/12/20, 4:46 AM"
Afternoon Delight,3:11,Starland Vocal Band,Good Will Hunting (Original Motion Picture Soundtrack),Oldie,6,14,"12/25/18, 1:42 AM","6/10/20, 7:25 PM"
In Too Deep,3:27,Sum 41,All Killer No Filler,Rock,7,4,"12/25/18, 1:42 AM","10/29/20, 7:35 PM"
Eye Of The Tiger,4:11,Survivor,Rocky III,Rock,18,16,"12/25/18, 1:42 AM","11/4/20, 2:08 AM"
Don't You Worry Child,3:38,Swedish House Mafia,One Last Tour: A Live Soundtrack,EDM,10,32,"12/25/18, 1:42 AM","11/13/20, 11:49 AM"
Buy U a Drank,3:50,T-Pain,Buy U a Drank (Shawty Snappin') [feat. Yung Joc] - Single,R&B,10,9,"12/25/18, 1:42 AM","11/13/20, 12:00 PM"
I'm Sprung,3:51,T-Pain,Rappa Ternt Sanga,R&B,10,8,"12/25/18, 1:42 AM","11/4/20, 7:15 PM"
Live Your Life,5:39,T.I.,Paper Trail,Hip Hop/Rap,7,3,"12/25/18, 1:42 AM","10/12/20, 6:31 AM"
Whatever You Like,4:10,T.I.,Paper Trail,Rap,18,17,"12/25/18, 1:42 AM","11/27/20, 2:22 PM"
Into You ft. Fabolous,4:54,Tamia,More,Hip Hop/Rap,17,11,"12/25/18, 1:42 AM","11/24/20, 6:44 PM"
Love Story,3:57,Taylor Swift,Fearless,Pop,9,6,"12/25/18, 1:42 AM","11/19/20, 5:36 PM"
You Belong With Me,3:48,Taylor Swift,Fearless,Pop,12,17,"12/25/18, 1:42 AM","11/25/20, 4:54 PM"
22,4:03,Taylor Swift,Red,Pop,15,12,"12/25/18, 1:42 AM","11/25/20, 5:23 PM"
Shawty Is A 10 ft. Fabolous,4:07,The-Dream,Love Hate,R&B,6,19,"12/25/18, 1:42 AM","5/3/20, 5:56 PM"
Rockin' That Thang,3:52,The-Dream,Love vs. Money,Hip Hop/Rap,16,20,"12/25/18, 1:42 AM","12/10/20, 11:31 PM"
Say Something ft. Drake,4:02,Timbaland,Shock Value II,Hip Hop/Rap,23,16,"12/25/18, 1:42 AM","12/15/20, 3:27 PM"
Can't You See ft. The Notorious B.I.G.,4:42,Total,Total,Rap,5,13,"12/25/18, 1:42 AM","11/13/20, 12:52 PM"
Drops Of Jupiter,4:17,Train,Drops of Jupiter,Pop,6,9,"12/25/18, 1:42 AM","11/4/20, 7:50 PM"
Play That Song,3:59,Train,"A Girl, a Bottle, a Boat",Pop,21,14,"12/25/18, 1:42 AM","11/19/20, 3:05 PM"
Hey Soul Sister,3:37,Train,"Save Me, San Francisco",Pop,23,8,"12/25/18, 1:42 AM","11/13/20, 1:01 PM"
Slow Motion,3:32,Trey Songz,Trigga Reloaded,R&B,11,26,"12/25/18, 1:42 AM","10/20/20, 5:39 PM"
Scenario,4:10,A Tribe Called Quest,The Low End Theory,Rap,13,9,"12/25/18, 1:42 AM","10/31/20, 5:54 PM"
House Of Gold,2:44,twenty one pilots,Vessel,Pop,11,11,"12/25/18, 1:42 AM","11/1/20, 12:26 PM"
Slow Jamz ft. Kanye West & Jamie Foxx,3:32,Twista,Kamikaze,Rap,11,19,"12/25/18, 1:42 AM","10/10/20, 2:56 PM"
With Or Without You,4:50,U2,The Joshua Tree,Rock,16,18,"12/25/18, 1:42 AM","12/17/20, 6:01 PM"
You're The Best Thing About Me,3:51,U2,Songs of Experience,Rock,15,18,"12/25/18, 1:42 AM","11/25/20, 4:35 PM"
Too Soon ft. Maty Noyes,3:58,Vanic,Too Soon (feat. Maty Noyes) - Single (2017),Pop,11,12,"12/25/18, 1:42 AM","5/13/20, 4:43 PM"
Lotus Flower Bomb ft. Miguel,3:33,Wale,Ambition,Hip Hop/Rap,8,16,"12/25/18, 1:42 AM","10/11/20, 2:28 PM"
Teenage Dirtbag,3:59,Wheatus,"Songs From Dawson's Creek, Vol. II",Rock,8,23,"12/25/18, 1:42 AM","11/17/20, 8:09 PM"
Joker and the Thief,4:42,Wolfmother,Wolfmother,Rock,15,25,"12/25/18, 1:42 AM","2/17/20, 1:00 PM"
C.R.E.A.M.,4:12,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers),Rap,10,11,"12/25/18, 1:42 AM","11/3/20, 1:43 PM"
Bed Rock,4:52,Young Money,We Are Young Money,Hip Hop/Rap,4,22,"12/25/18, 1:42 AM","8/1/20, 3:56 PM"
Keep Ya Head Up,4:29,2Pac,Strictly 4 My N.I.G.G.A.Z.,Rap,11,17,"12/25/18, 1:42 AM","10/25/20, 1:51 AM"
Here Without You,3:56,3 Doors Down,Away from the Sun,Rock,19,14,"12/25/18, 1:42 AM","11/13/20, 6:19 PM"
In Da Club,3:14,50 Cent,Get Rich or Die Tryin',Rap,4,15,"12/25/18, 1:42 AM","6/2/20, 1:02 PM"
21 Questions,3:45,50 Cent,Get Rich Or Die Tryin',Rap,20,12,"12/25/18, 1:42 AM","12/2/20, 8:30 PM"
Only You ft. The Notorious B.I.G. & Mase,4:46,112,112,R&B,8,11,"12/25/18, 1:42 AM","12/9/20, 7:01 PM"
Young Forever,4:33,Jay-Z,The Blueprint 3,Rap,15,13,"12/25/18, 1:42 AM","11/15/20, 9:52 AM"
Old Time Rock & Roll,3:16,Bob Seger & The Silver Bullet Band,Stranger In Town,Rock,7,19,"12/25/18, 12:56 AM","12/10/20, 2:42 PM"
Rock And Roll All Nite,2:57,Kiss,The Very Best of Kiss,Rock,4,6,"12/25/18, 12:56 AM","8/3/20, 8:13 AM"
Savage ft. Flux Pavilion & MAX,3:25,Whethan,Savage (feat. Flux Pavilion & MAX) - Single,Electronic,36,21,"12/25/18, 12:56 AM","12/15/20, 3:00 PM"
Let Her Go (Remix),2:58,Mike Stud,Let Her Go (Remix) - Single,Hip Hop/Rap,9,11,"12/25/18, 12:56 AM","10/17/19, 12:49 PM"
Kiss,3:46,Prince & The Revolution,The Very Best of Prince,R&B,18,9,"12/25/18, 12:56 AM","12/15/20, 11:08 AM"
My Girl,2:53,The Temptations,The Temptations Sing Smokey,Oldie,28,19,"12/25/18, 12:56 AM","9/27/20, 10:06 AM"
my boy,2:51,Billie Eilish,dont smile at me,Indie,15,13,"12/25/18, 12:56 AM","10/18/20, 4:32 PM"
ocean eyes,3:21,Billie Eilish,dont smile at me,Indie,22,25,"12/25/18, 12:56 AM","9/5/20, 4:30 PM"
"Forever Always ft. Chance The Rapper, Rex Orange County, Daniel Caesar",3:35,Peter CottonTale,"Forever Always (feat. Rex Orange County, Chance The Rapper, Daniel Caesar, Madison Ryann Ward & YEBBA) - Single",R&B,38,20,"12/25/18, 12:56 AM","12/9/20, 11:09 AM"
I'll Be There For You,3:08,The Rembrandts,Friends (Music from the TV Series),Pop,16,9,"12/25/18, 12:56 AM","11/28/20, 6:12 PM"
Easy,4:17,The Commodores,Baby Driver (Music from the Motion Picture),Easy Listening,10,11,"12/25/18, 12:56 AM","11/1/20, 10:41 PM"
Dream A Little Dream Of Me ft. Shannon Dooks,2:52,Daniel Caesar,Singles,R&B,61,23,"12/25/18, 12:56 AM","12/12/20, 6:38 PM"
Lemonade,3:35,Daniel Caesar,Singles,R&B,18,15,"12/25/18, 12:56 AM","5/13/20, 8:34 AM"
Empire State Of Mind,4:37,JAY-Z & Alicia Keys,"The Hits Collection, Vol. 1",Hip Hop/Rap,4,10,"12/25/18, 12:56 AM","11/4/20, 5:08 PM"
Fast Car,4:57,Tracy Chapman,Tracy Chapman,Easy Listening,81,18,"12/25/18, 12:56 AM","11/29/20, 6:14 PM"
Donna,2:32,Ritchie Valens,The Best of Ritchie Valens,Oldie,29,18,"12/25/18, 12:56 AM","10/25/20, 7:18 PM"
Chasing Cars,4:28,Snow Patrol,Eyes Open,Alternative,65,20,"12/25/18, 12:56 AM","1/8/21, 11:13 PM"
The Boys Are Back In Town,4:30,Thin Lizzy,Jailbreak,Rock,11,16,"12/25/18, 12:56 AM","5/24/20, 12:41 PM"
Bad to the Bone,4:49,George Thorogood & The Destroyers,Bad to the Bone 25 Anniversary,Rock,11,19,"12/25/18, 12:56 AM","10/26/20, 3:20 PM"
American Girl,3:35,Tom Petty & The Heartbreakers,Tom Petty & The Heartbreakers,Rock,47,21,"12/25/18, 12:56 AM","11/16/20, 3:35 PM"
P.I.M.P.,4:09,50 Cent,Get Rich or Die Tryin',Hip Hop/Rap,8,16,"8/17/17, 11:32 AM","10/26/20, 10:15 AM"
